URL,Title,Address,Description,Compensation,Employment Type
https://newyork.craigslist.org/brk/egr/d/mechanical-engineer-for/6508798398.html,Mechanical Engineer for Electric Motorcycle Company,Brooklyn,"We are an automotive startup with a mission to launch a new kind of electric motorcycle by integrating technology, green mobility and smart connectivity. You would be participating in designing and developing the first concept prototype that will go into production 2019. You will be modeling various components using computer aided design (CAD) and and fabricating parts for the concept prototype. 

Required skills:

+ At least 2 years professional experience in engineering
+ Mechanical Engineering and/or automotive mechanical knowledge required.
+ Proficient in CAD/CAM software such as Solidworks,  Fusion 360. 
+ Experience in CNC, 3d printing and experience in fabricating parts in a machine shop.
+ Capability and eagerness to work hard in a start-up with a dynamic and fast-paced
environment.
+ Self-motivated, independent, detail oriented, and a responsible team-player.

Please send a portfolio and examples of work that would be relevant. Preferably photos of parts and components that you have modelled and fabricated.",Fixed or hourly,contract
https://newyork.craigslist.org/que/egr/d/mysteries-of-sketchup-pro/6506078013.html,◄◄ MYSTERIES OF SKETCHUP PRO EXTENSIONS & PLUGINS TAUGHT,Metro NY,,hourly - paid by student,contract
https://newyork.craigslist.org/mnh/egr/d/junior-architects-2-5-years/6508835455.html,JUNIOR ARCHITECTS: 2-5 Years Experience,Manhattan,"Established Manhattan based architectural practice with published and award-winning portfolio is seeking to fill two positions for talented and self-motivated Junior Architects to work on high-end single-family, end-user residential projects including townhouses and apartments.  Applicants should have approx. 2-5 years post graduate experience including both design and construction documentation skills.  
	
Respondents must meet the following minimum criteria:

•	have completed an architectural degree program
•	minimum 2 years, but preferably 3-5 years US office experience
•	AutoCAD experience  -  familiarity with REVIT is a plus
•	live in the New York City area (resumes for overseas applicants will not be considered)
•	US citizenship or established Visa / Work Permit.

Respondents should provide a detailed professional resume which includes samples of recent work.",Commensurate with experience,full-time
https://newyork.craigslist.org/que/egr/d/junior-architect/6506876277.html,JUNIOR ARCHITECT,NEW YORK,"New York Architectural firm Seeking to fill positions for Full-time Junior Architect. Work directly under licensed professional.   

We seek motivated, bright, and responsible individuals with:
• Strong communications skills
• Working towards or possess a bachelor and/or master degree in Architecture
• Detail oriented and organized
• Ability to work independently
• Willing to learn
• Skilled in Collaboration and able to take Direction from the Team

Software Requirements: 
• AutoCAD a must
• Sketchup
• Microsoft Office
• Photoshop


Please send your resume, examples of your work and cover letter with salary requirements.",Based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/virginia-registered-architect/6509533934.html,Virginia Registered Architect,Midtown,Architect registered in Virginia needed for a one-off project needed immediately.  Downtown firm working on small project in Virginia.,lump sum,contract
https://newyork.craigslist.org/brk/egr/d/assistant-project-manager/6509678271.html,Assistant Project Manager,"Greenpoint, Brooklyn","Architectural Plaster Manufacturing Company seeks Assistant Project Manager.

Skills needed:
Architectural/Engineering, construction (site work), and project management background.

Responsibilities:
Manage install schedules & budgets.
Ensure the installers have all information and material needed to complete the work.
Solve problems and/or report them to the Project Manager.
Discuss issues with contractors to keep the work flowing efficiently.","90K - 120K salary, pd vacation",full-time
https://newyork.craigslist.org/brk/egr/d/structural-and-miscellaneous/6510123497.html,Structural and miscellaneous steel detailer position.,Bensonhurst,"Structural and miscellaneous steel detailing company is looking for detailers.

Candidate must be able to work with Tekla Structures software.

Experience required: stairs detailing, railings, miscellaneous work and structural steel buildings detailing.

Must be able to do a project from start to finish, from modeling to shop drawings and material lists.

.



Please email your resume and samples of work performed by you.",depending on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/project-manager-for-high-end/6506360949.html,Project Manager for High-End Interior Design Firm,New York,"World-renowned interior design firm J.P. Molyneux Studio seeks Project Manager with 8+ years of experience.  

Requirements:
•	Verifiable experience managing all aspects of high-end architectural design projects from start to finish
•	Must be able to supervise and participate in the production of highly-detailed construction documents - floor plans, elevations, details, millwork, and custom furnishings
•	Must be able to oversee work on site and take care of potential problems before they arise
•	Strong AutoCAD drafting skills
•	Fluent in MS Office and Acrobat
•	Familiarity with Photoshop
•	Must be able to travel overseas on occasion
•	Knowledge of French and/or Italian preferred 

Responsibilities include:
•	Preparing drawing sets for filing with NYC DOB
•	Attending site meetings and producing minutes
•	Dealing with high-end clientele

Most importantly, you must have a sense of urgency, be able to prioritize, and respond to rapidly changing demands.  Strong communication and organizational skills are a must, as well as problem-solving and taking initiative.    
Please email resume and portfolio.
Thank you for your interest, we look forward to hearing from you!",commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/sales-associate-ny-ne-region/6510580050.html,Sales Associate NY/NE Region,New York City Metro Area,"Architectural products company has an immediate opening for a Sales Associate to provide administrative support to the sales team in the NYC/NE area sales territory.  Candidates are required to have a strong background in administrative support in a professional office environment and basic knowledge of space planning and/or AutoCAD.

Responsibilities include
- Backup and assistance to the NYC, NJ, NE Regional Sales Operations
- Handle customer inquiries and resolve customer issues
- Conduct field checks
- Support project installations
- Maintain all sales data
- Schedule and coordinate all sales and marketing events
- Expedite requests for marketing and sales materials

Qualified applicants must have
- 2+ years administrative background preferably in a construction environment
- Familiar with AutoCAD
- Able to read and interpret construction documents
- Prefer some knowledge of construction or space planning
- Proficient in MS Office including Excel","$55,000 - $65,000 with bonus potential",full-time
https://newyork.craigslist.org/que/egr/d/cad-drafter-administrative/6506574060.html,Cad Drafter & Administrative Assistant,Queens,"CAD Drafter & Administrative Assistant for Architect Firm (Queens)
Fast-paced Architectural firm is looking to hire energetic, precise individual with the ability to work well in a team, multitask and perform under pressure and ability to manage projects and teams and work with consultants, and professionals.
There are two positions available: 
1)Office Administrator: This position is for an administrative assistant with knowledge of NYC DOB procedures and filings. 
A brief description of the responsibilities are as follows:
-Drafting all necessary paperwork for filing the projects with appropriate city agencies. 
-Organizing, following up, and handling all communications relating to the job progress with various involved parties (Clients, Asbestos Investigators, Engineers, Architects, Contractors, Filing Representatives, Drafters, etc.) 
-Coordinating all permitting and inspection schedule for all our projects in NYC via the Building Department. 
-Administration of all the projects (approvals/submittals/Billing, etc.). 
-Office support 
The second position is a Cad Drafter for someone that has more than 1-year experience using CAD & sketchup. 
A brief description of the responsibilities are as follows: 
-Develop drawings and templates -Organize the drawing set and make DOB packages for the permit 
-Produce drawings without requiring constant supervision 
-Organizes and leads site visits and surveys 
Candidate must also have: 
-Excellent verbal and written communication skills.
-Excellent computer skills necessary for office administrative work (Microsoft Office, Adobe, etc.)
 
Please specify your salary requirements (Salary commensurate with experience). 
Interns are welcome to apply. 

EMAILS WITHOUT MENTIONING YOUR SALARY WILL BE DELETED.",based on experience,full-time
https://newyork.craigslist.org/brk/egr/d/architect-with-experience-in/6510663533.html,Architect with experience in art gallery construction documents,"Brooklyn, NY","Looking for a full time architect who is extremely proficient in art gallery construction document sets. We are a 16 person design firm seeking someone with 5 - 8 years of experience with art gallery construction documents. 

Requirements: 

-complete proficiency with AutoCAD 
-expertise and a great amount of experience independently creating NYC DOB and LPC sets for art gallery projects 
-proficiency with art gallery detailing and specifications

This is a full-time opportunity including benefits.

www.elizabethroberts.com",based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/architect/6510838096.html,ARCHITECT,,"Founded in 1987, RAND Engineering & Architecture, DPC is a 90-person Manhattan-based firm that designs, specifies, and administers restoration, upgrade, and adaptive re-use programs on behalf of owners, managers, and co-op and condo boards. 
We are currently seeking an experienced Architect to manage large, multifaceted projects, (exterior/interior, M/E/P, structural), for residential and commercial buildings. 

Responsibilities:
•	Review plans
•	Prepare written reports and studies
•	Coordinate tasks and schedules among teams
•	Interact with clients
•	Develop design and technical solutions through all phases of a project, from feasibility to construction documentation
•	Prepare renderings and supporting graphics for project presentations

Job Requirements:
•	Conscientious, and detail oriented
•	Clear communicator, verbal and graphic, and attentive
•	Able to multi-task
•	5 years' experience in residential and commercial projects, particularly multi-family buildings 
•	Proficiency in AutoCAD, SketchUp, Adobe and Office Suite. Revit is a plus
•	Ability to produce and manage a project from programming through design and construction administration, in a team environment
•	Experience in the preparation of architectural construction drawings and related project documents
•	Experience with construction administration of projects, including shop drawings review, site visits and reports
•	Strong written and oral communication skills
Unsolicited resumes from third party agencies will not be accepted.   

RAND Offers a comprehensive benefits package that features health and dental coverage, a company sponsored vision plan, 401(k) retirement plan with company match, long-term disability, life-insurance, educational opportunities, transit and parking exemptions, employee gym on site, yoga, kickboxing, personal trainer, employee referral program, career development, casual Fridays, and holiday parties. In 7 different years, (including 2017), RAND has been voted one of Crain's Top 100 Places to Work in NYC.

Applicants should send cover letter, resume, technical writing sample, and salary requirements to hr@randpc.com. Please reference A-ACHNCT218",Salary,full-time
https://newyork.craigslist.org/mnh/egr/d/junior-intermediate/6509712300.html,junior/intermediate architects-full/part time,TriBeCa,"Interested in working on ground up new townhouse in Brooklyn? Commercial Penthouse in midtown? Renovations to a designated landmark in the upper east side?  

We are looking for candidates that will help with design through construction on these and other projects.  

Junior & Intermediate Architects, both full and part time should apply.  

Hours are flexible.  Having experience with Vectorworks is a plus, strong design skills and 3d abilities are essential.

www.gbarch.com-   please only respond to the provided email-thanks",hourly or contract based/full time will also be considered,employee's choice
https://newyork.craigslist.org/mnh/egr/d/procurement-project-manager/6510867472.html,Procurement Project Manager with Design/Architecture background needed,Midtown East,"An Interior Finish and FF+E supply company is looking for a qualified and experienced candidate to manage projects throughout the stages of material sourcing, procurement, design consultation, and material installation. This position will serve as the main liaison between our clients and the factories and vendors we work with.
Our typical projects include hotels, high rise residential towers, and apartment complexes. We work with developers and architects to source high quality and unique finishes from global sources.

The Procurement Project Manager will be responsible for:
Bidding, planning, execution and closing of any project brought to the company.
Determination and implementation of clients' needs based on knowledge of the firm, project description and scope of work
Provide the bridging gap between the factory production team and the client.
Handling of all project submittals to and from the client and factories
Providing a Material Take-off to identify and quantify all the materials that are required to accomplish the design/project.
Prepare in a timely fashion the definitive cost estimates based on the design package and take off of the project scope by itemizing it into line items with measured quantities.
Providing and/or reviewing Quality Reports as required per project to uncover defects and allowing or denying product release.
Familiarizing yourself with all products and specifications that the company provides.
Processing of purchase orders, payment request and review invoices for accuracy and approval for payment.
Oversee all procedures for logistics in import/export of shipments, including pick up, delivery and clearing customs.
Provide weekly update to Director of Operations pertaining to project functions

KNOWLEDGE, SKILLS AND ABILITIES REQUIRED:
Strong computer skills, including but not limited to MS Office, Photoshop, Autocad, and On-Screen Takeoff - a PLUS
Excellent relationship building skills.

EDUCATION AND OR EXPERIENCE
Education Requirements: Associates Degree or Higher.
Experience: Minimum of 2 years of experience in interior design, architecture, or a purchasing role",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/expediting/6511069640.html,Expediting,Gramercy,Small engineering firm is looking for EIT/entrepreneur to help market and perform expediting services.   Individual must be well spoken organized and capable of completing small engineering assignments during down-time.  AutoCAD and modelling software experience is preferred.,TBD,employee's choice
https://newyork.craigslist.org/mnh/egr/d/interior-designer-experience/6510664626.html,Interior Designer w/ Experience Needed,,"We are a Design Build Group that has been growing since day 1. We believe our success is due to our incredible team and we are now eager to find the newest team player. We are a very diverse and multifaceted design build company with many different aspects to our company. We do everything from Conception to Final Product.

Our current projects consist of Restaurants, Residential, & Commercial work. We are searching for a designer who has a minimum of 7 years experience in New York in both residential and commercial projects.

This opportunity is for someone who wants longevity and growth in their career. We are a young company that has seen tremendous growth since our first week. We believe that our growth is due to our the integrity and work ethic of each employee in the company. 

Requirements
- Positive Mental Attitude
- Fluent in Autocad
- 7 Years Experience in NY
- Project Management Experience

For More information about this role please email us your resume and portfolio.

Interior Designer, Architect, Sr. Designer, Project Manager, New York, New York City, Manhattan, Sr Designer, jr, Designer, project manager, design firm",DOE - Salary/Commission/Bonuses,full-time
https://newyork.craigslist.org/stn/egr/d/brick-block-layer/6511070263.html,BRICK/BLOCK LAYER,Staten Island,"Mason or Brick/Block Layer wanted for a well established and very reputable Landscaping and Concrete Company.

EXPERIENCE REQUIRED!!!!!!",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/junior-architect-designer/6510689471.html,Junior Architect Designer,Midtown,"KGA is a small, twenty-five year old firm based in Chelsea with a wide array of projects, including commercial, institutional, multi-family residential, single-family residential, and temporary installations. Employees experience all aspects of design, from Schematics through Construction Administration.

Kossar + Garry Architects, LLP (KGA), is looking for a talented and creative individual to fill a Junior Designer position with 1-3 years of experience.

Requirements:
- Minimum Bachelors of Architecture.  Applicants that do not have a Bachelors of Architecture will not be considered.
- Minimum one years Professional Revit Experience.
- Strong graphic skills required, including expertise in AutoCAD, Revit, Rhino, Adobe Creative Suite, and 3D modeling software.
- Ability to communicate well in English verbally and in writing with clients, consultants, and contractors is essential.
- Strong multi-tasking and organizational skills are required.
- Word and Excel familiarity is a plus.
- Familiarity with NYC Zoning and Building Codes is a plus.

Please send your resume and work samples in PDF format, max of 5mb.
Include SALARY requirement on your cover letter.",Commensurate with Experience,full-time
https://newyork.craigslist.org/mnh/egr/d/architect-2-5-years-experience/6511310978.html,Architect 2-5 Years' Experience,NEW YORK,"Terrence O'Neal Architect LLC and TONA | ACB Architects seeks intermediate-level architectural graduate for detailed design and construction documents for varied projects for local universities and K-12 schools. The ideal candidate will have the following qualifications:

1. Accredited Degree in Architecture: B.Arch or M.Arch from a NAAB-accredited school.
2. 1-5 years' NYC experience minimum
3. Ability to handle all phases from design through construction documents
4. Knowledge of Revit a plus (but not required)

Please send a cover letter specifying how your qualifications match the requirements of this position,
along with a resume and project samples. No calls please.",Negotiable,full-time
https://newyork.craigslist.org/brk/egr/d/drafter-wanted-full-time/6511114298.html,Drafter wanted - full time,Greenpoint/Brooklyn,"Job Description:

Provide timely and accurate detailed shop drawings from architectural drawings, work in model and paper space, revise drawings from red-line mark ups. 
We are looking for employees who can work closely with the owner and the other drafters. This job is full time, 40 hours a week. We are looking for a long term employee. Start immediately.

Qualifications:

Drafting AutoCad 2010 and higher (good working knowledge of AutoCad a must. Shop drawing experience not necessary). Microvellum, Cabinetware, Cabinet Vision, or similar experience a plus, but not necessary. Good Conceptual Skills and Verbal Communication.

Company Description:

We are an innovative high end residential Architectural Millwork company located in Greenpoint, Brooklyn, NY. Our clients are some of the most prestigious Architectural, Design firms and General Contractors in New York City.",$14-$18 per hour based on experience,full-time
https://newyork.craigslist.org/fct/egr/d/experienced-auto-body/6511441939.html,Experienced Auto Body Mechanic Wanted,,"We are looking for a mechanic that wants to work and that has 5 plus years experience on all cars, diagnostics, transmission, and engine work.

Bilingual in Spanish is a PLUS !

Monday - Saturday

Hours : 8-5

Responsibilities and Duties:

-Valid Drivers Licence

-5 + years Experience repairing and diagnosing on Diesel and Gasoline

-Experience using mechanic tools and related specialized equipment to perform maintenance, repair and overhaul of engines

-Experience preparing records and reports related to job

-Experience or equivalent training diagnosing and repairing electronic and computer controlled motor vehicle systems

Qualification Questions:

How many years of on all cars experience do you have?

How many years of repairing experience do you have?

Are you in Bridgeport, CT 06606?

PLEASE SEND RESUME :) Thank you",Will discuss during interview,full-time
https://newyork.craigslist.org/mnh/egr/d/architecture-and-construction/6511148473.html,Architecture and Construction Internship,,"Seeking an intern for a high end residential renovation company in Harlem.  

Requirements:

- Own laptop
- Interest in architecture, interior design, and construction
- Detail oriented 
- Revit and/or AutoCAD proficiency 

**Driver's Licence a huge plus (vehicle not required) 


Responsibilities could include:

- Drafting shop drawings
- Modeling Revit families 
- Building code research 
- Sourcing materials and fixtures 
- Construction assistance 
- Running errands 

Please reply with a resume and short email describing your availability and interest in the position.",weekly stipend,part-time
https://newyork.craigslist.org/que/egr/d/junior-to-intermediate/6511462480.html,Junior to Intermediate Architects,,"Design Oriented Architectural firm specializing in Multifamily and Hospitality projects is seeking Junior to Intermediate Architects. Candidates should be highly motivated, proficient in AutoCAD (2014), and Microsoft Office.  

Excellent design and graphic skills, and proficiency in SketchUp and other 3D rendering and graphic programs are preferable. Working knowledge of expediting/ filing procedures with DOB are a plus. 

This is a great opportunity to work hands-on on exciting projects. To be considered please forward resume, portfolio and work samples, along with salary requirements included in your cover letter.  

All submission should be in pdf format and include Junior/ Intermediate Architect in the subject line.",based on experience,full-time
https://newyork.craigslist.org/brx/egr/d/hvac-drafter-cad-sketcher/6511254195.html,HVAC Drafter / CAD / Sketcher,,"ACS Systems Associates is an HVAC /Mechanical Construction Company that engages in both government and private project work throughout the Greater New York area including Westchester, New York City and Long Island. We are primarily engaged in Government Projects and located North of the Bronx within 15 minutes of the Whitestone Bridge. We are seeking an experienced CAD sketcher as we grow our business. The sketcher will work primarily with the company's project management staff, the owner and other trades to create CAD models of our HVAC work. 

Key Duties & Responsibilities: 
• Ensure shop drawings are made accurately and on time 
• Visit job sites to do take offs
• Make corrections to shops immediately, to ensure there is no delay's to the build process

Position Requirements 
• REVIT and other BIM proficiency
• CAD proficiency 

Qualification Requirements 
• Minimum 5 years HVAC Sketching experience 
• Experience with several Government Agencies
• Full familiarity with plans, specs, details, operation and maintenance manuals

Application Process: 
****Please forward your resume as an attachment, with as brief cover letter in and email with ""HVAC Sketchers / Drafters ""as the subject. We will not be accepting any phone calls at this time.

****Please be ready and willing to have a phone interview with the Company's Director, Human Resources.
We prefer only those candidates who are experienced Sketchers / Drafters apply
Failure to follow these instructions will lead to your resume not being processed",Based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/plumbing-fire-protection/6511899515.html,Plumbing/Fire Protection Engineer,New York City,"Introduction 
We are a world-class multi-disciplinary engineering consulting firm who is seeking a Plumbing/Fire Protection Engineer for our New York, NY office. 

Responsibilities 

Our engineers work on high quality, high-profile, national and international projects. We are currently looking for engineers who will be responsible for the systems design of commercial, institutional, healthcare, and laboratory projects.

Responsibilities include:
*Development of initial Pluming and Fire Protection system concepts
*Design of Plumbing and Fire Protection systems
*Calculation of preliminary water, gas, sanitary/sewer and storm loads for utility coordination
*Develop project specifications
*Survey and evaluation of existing conditions
*Construction administration
*Assist with Project Management
*Attend client meetings 

Requirements 
Bachelor's degree in Mechanical, Civil or Environmental Engineering preferred. 
7+ years' experience designing plumbing and fire protection systems preferred. (Project experience submitted for consideration should include buildings on which you have actively participated in the project from the design phase through the final construction close-out.) 
Strong working knowledge of building, plumbing, and fire codes 
Excellent verbal and written communication skills 
Current PE and LEED AP licenses/registrations are preferred. 
Special consideration will be given to those candidates who have successfully demonstrated innovative design experience specifically related to renewable energies and sustainable, high performing buildings.

Our company offers salary commensurate with experience, a comprehensive benefits package which includes medical, dental, disability and life insurances, 401k plan, tuition reimbursement, and more.","90,000.00 to 120,000.00",full-time
https://newyork.craigslist.org/brk/egr/d/field-supervisor/6512000002.html,FIELD SUPERVISOR,"Greenpoint, Brooklyn","Work Experience:
10+ years in of hands on construction experience.
5+ years foreman/supervisor.

Skills:
Communication
Microsoft Excel
Positive, can-do attitude
Work well under pressure.

Responsibilities:
Multi project coordinator for east coast.
Budget management
Reporting
Hire & Train

Education:
Experience - the school of hard knocks
Job Type: Full-time","90K - 120K salary, pd vacation",full-time
https://newyork.craigslist.org/mnh/egr/d/hvac-engineers/6512030000.html,HVAC ENGINEERS,Midtown,"HVAC DESIGN/ENGINEERS with 5-25 + years experience in
residential, commercial and/or healthcare projects. 
Permanent. Full time. Excellent benefits.

HANK DEVITO

TEL: 718-449-5745
EMAIL: HANK11214@HOTMAIL.COM","$75,00- 130,000",full-time
https://newyork.craigslist.org/lgi/egr/d/engineers-architects-to/6511342568.html,Engineers & Architects to Perform Home Inspections,"Queens, Nassau, Suffolk Counties","Engineers & Architects wanted to perform home inspections in Brooklyn and Queens for one of New York's oldest home inspection companies. We are a home inspection company not an engineering company so you must have a New York State Home Inspection license or be willing to apply for one, in order to work for us.
Please reply with home inspection experience and a phone number and/or email address in order for us to contact you.",TBD,part-time
https://newyork.craigslist.org/mnh/egr/d/project-architect-high-end/6512049458.html,Project Architect (High-end Retail & Hospitality),Flatiron,"Two One Two Design is an architectural and design firm located in New York City. Since our establishment in 2008, we have been successfully involved in numerous retail locations both nationwide and internationally, applying our experience with retail design, collaboration, and construction to challenging projects. This experience translates to a high quality of work, visible from the construction drawings to the final product. 

We collaborate with commercial, retail, and hospitality companies to construct projects on any scale, specializing in developing solutions particular to the challenge of each project.  By working on projects around the world, Two One Two Design has gained the expertise essential to maintaining a budget and executing a project on time.  Come join our team of experts!

Responsibilities:

•	Focus on ongoing, sequential projects for high-end / boutique retail and hospitality clients.
•	Resolve complex technical and design issues with team to produce innovative technical/constructible solutions. 
•	Direct production of drawings, specifications and construction administration tasks.
•	Create 2D and 3D presentation/design drawings.
•	Produce high-quality drawings using Autodesk Revit.
•	Create documents in SketchUp and Abode Creative Suites.
•	Maintain the project manual and specifications.
•	Conduct on-site observations and document site reviews.
•	Check for code compliance, coordinate with consultants/contractors and develop construction details.
•	Process submittals/substitution requests during construction and address RFI.
•	Interface with building and permitting officials during the permitting and construction phases of the project.
•	Assists Project Manager with proposals / budget development, project status updates, and client coordination developing into 
        the PA assuming the point of contact role with the client.
•	Effectively manage and maintain client, vendor, and contractor relationships.
•	Maintain high levels of personal output while managing team efforts to assure that schedules and deadlines are consistently 
        met, and that project communication is timely and effective.
•	Maintain firm-wide documentation procedures and standards.
•	Invest consistent time in professional growth activities.

Qualifications:

•	Bachelor's degree in Art or Science with a focus in Architecture.
•	3+ years of experience with some AutoCAD experience. Experience working with Revit is a plus.
•	Ability to manage projects from the conceptual stage through to design and construction. Construction Documentation will be 
        required.
•	Capability to manage multiple projects / assignments simultaneously.
•	Strong design, graphic and visualization skills. Adobe Creative Suite experience.
•	Positive attitude and creative attributes.",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/project-architect-retail/6512050731.html,Project Architect - Retail Restaurant or Café,Flatiron,"Job includes but is not limited to: 

•	Physical site survey and comprehensive due diligence/code reporting.
•	Preparation of administrative documents including survey reports and scope of work description.
•	Produce architectural /operational front and back of house layouts of commercial retail, restaurant or café interiors including equipment and FF&E.
•	Responsible for comprehensive design document production and coordination effort for complex projects varying is size.
•	Ability to handle multiple projects as one time in different phases. Pace adjustment and a high level of efficiency is important in this role. 
•	Experience in food service design is preferred. Knowledge of ADA restroom layouts will be required. 
•	Must be able to complete an entire set of Construction Documents. 
•	Coordination with client and project consultants including mechanical and electrical engineering, lighting, acoustical, structural, and furniture consultants.
•	Filing and documentation of project documents.
•	High level and effective verbal and written communications with client and other consultants.
•	Must be capable of reviewing shop drawings for accuracy prior to final review by the Project Manager.
•	Capability to attend any construction field meetings with a contractor, and address issues arising from construction with confidence and decisiveness.
 
Minimum Requirements:

Revit Experience: 8 out 10 Revit user with 3+ plus year relative work experience
Photoshop: 6 out of 10 user
Sketch up Pro: 8 out of 10 user
All Microsoft office suite
Bachelor's Degree in Art or Architecture",TBD,full-time
https://newyork.craigslist.org/wch/egr/d/industrial-maintenance/6511954951.html,Industrial Maintenance Mechanic,Port Chester,"At Neri's Bakery, we produce fine Italian pastries, cookies, cakes, and bread. We are looking for an experienced  industrial maintenance mechanic to assume full-time duties. This is a long term position for an individual looking to be part of a business that has been well known in the area for over 100 years.

Check us out at 

Position Description:

-Full-time Maintenance mechanic will be assigned to a specific shift determined by operational requirements

-Person will perform mechanical / electrical maintenance and repairs on bakery production machinery

-Duties may include maintenance of building and support equipment

-Must be available for all shifts, and be willing to work weekends and holidays

Qualified applicant must possess the following skills:

-Electrical knowledge is a must

-Must possess own tools

-Must be able to read & follow written procedures

-Must be able to lift heavy objects, and work off ground level with proper safety equipment

-Capable of working in a team environment and learn new skills

-Perform position requirements, while maintaining personal and food safety rules and regulations

PLEASE APPLY ONLY IF YOU HAVE THE APPROPRIATE EXPERIENCE.",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/mid-level-electrical/6512097952.html,Mid Level Electrical Engineers (2+ Years),Midtown West,"For 50 years Ettinger Engineering Associates, a premier MEP/FP consulting engineering firm located in midtown Manhattan has been partnering with select developers, architects, institutions and municipal agencies to provide exceptional building design and application services for a variety of sectors for projects of  varying size and complexities.

Currently we have openings for experienced mid-level electrical engineers who are experienced in systems design, creating plans, schematics, equipment selection, load calculations, response to shop drawings/submittals/RFIs, systems narratives and specifications etc.

These positions will provide an opportunity to work as a part of a multi-disciplined project team and interface with and take direction from high-level company management on a wide variety of tasks.
Applicant must be able to manage multiple competing priorities successfully with little oversight.

General Qualifications include:
A B.S. in Engineering and 2+ years experience in MEP Mechanical/HVAC engineering field.
Must be familiar with local building codes.
Must be experienced with both AutoCad and Revit.
Proficiency in MSOFFICE & Google Drive tools.
Must be a strong communicator and have strong writing and interpersonal skills.
Must be able to seek information when needed and be a self-starter.
Well organized and energetic.
Familiarity with design of all MEP trades and PMI and/or EIT and/or PE, and/or LEED AP and/or PMP a plus
Project Management and/or direct supervisory experience a plus
Must be willing to work overtime and meet project deadlines.

Send resume labeled with your first and last name.
Send minimum salary requirement

Must be authorized to work in United States

NO CALLS.

Visit our website at:


Read about our Company Culture at:


Equal Opportunity Employer",Top dollar offered,full-time
https://newyork.craigslist.org/que/egr/d/architectural-cad-drafter/6512011850.html,Architectural Cad Drafter/Junior Architect,"Flushing, NY","Downtown Flushing architect's firm has an immediate opening for a motivated autocad drafter. 2+ years experience in drafting, strong Autocad & Buildings Dept. construction set experience preferred. Excellent benefit: Medical insurance/IRA. 

Interested candidates should email resume & portfolio to jancha6@gmail.com",Depend on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/sr-and-mid-level-mep-pm/6512095146.html,Sr. and Mid-Level MEP PM/Project Engineers-All Trades,Midtown West,"For over 50 years Ettinger Engineering Associates, a premier MEP/FP consulting engineering firm located in midtown Manhattan has been partnering with select developers, architects, institutions and municipal agencies to provide exceptional building design and application services. 

Currently we offer an excellent career opportunities for  Sr. and Mid-Level MEP PM/Project Engineers-who will be responsible for project design with the ability to project manage including coordinating all trades for a diverse set of projects.

You will be expected to lead and provide intelligent building systems for a variety of project types in varying sizes and levels of complexity simultaneously.

Your responsibilities will also include creating plans, schematics, equipment selection, load calculations, response to shop drawings/submittals/RFIs, systems narratives and specifications etc.   

As a Project Manager, you will be expected to lead larger multi-discipline teams and resources and effectively manage project scopes, budget and scheduling/deadlines. 

General Qualifications include:
-A BS in Engineering and 5+ years of experience in building design
-EIT certificate and/or PE License preferred
-LEED GA or AP certification a plus
-PMI PMP Certification or similar strongly preferred
-An advanced degree in either Engineering or Business preferred
-Exceptional communication, writing and interpersonal skills
-Must be organized, energetic and accountable
-Must be able to work overtime to meet project deadlines
-Must have demonstrated familiarity with NYC & NYS building codes
-Proficiency in MSOFFICE & Google Drive tools
-Must be available to work overtime and meet project deadlines
-Must be able to professionally represent the company to clients and agencies at meetings and through written correspondence.
-Must be able to demonstrate the ability to solve complex technical and project level problems
-CAD/Revit experience required
 
Send resume file labeled with your full name
Send minimum salary requirements

Candidates must be authorized to work in the USA

See our website at :
www.ettingerengineering.com

NO CALLS
Equal Opportunity Employer",TOP DOLLAR SALARY,full-time
https://newyork.craigslist.org/brk/egr/d/engineers-architects-to/6511339271.html,"Engineers, Architects to Perform Home Inspections","Brooklyn, Queens","Engineers & Architects wanted to perform home inspections in Brooklyn and Queens for one of New York's oldest home inspection companies. We are a home inspection company not an engineering company so you must have a New York State Home Inspection license or be willing to apply for one, in order to work for us.
Please reply with home inspection experience and a phone number and/or email address in order for us to contact you.",TBD,part-time
